customerID,gender,Usia >65 Tahun (SeniorCitizen),Memiliki Pasangan (Partner),Memiliki Tanggungan (Dependents),Lama Berlangganan (tenure),Layanan Telepon (PhoneService),Memiliki Beberapan Layanan Telepon (MultipleLines),Jenis Layanan Internet (InternetService),Memiliki Keamanan Online (OnlineSecurity), Memiliki Backup Online (OnlineBackup),Memiliki Perlindungan Perangkat (DeviceProtection),Memiliki Dukungan Teknis (TechSupport),Layanan Streaming TV (StreamingTV), Layanan Streaming Film (StreamingMovies),Jenis Kontrak Pelanggan (Contract),Tagihan Paperless (PaperlessBilling),Metode Pembayaran (PaymentMethod),Jumlah Tagihan per Bulan (MonthlyCharges),Total Tagihan Selama Menjadi Pelanggan (TotalCharges),Churn
CUST0016,Female,0,No,No,67,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,59.15,3959.73,No
CUST0017,Male,0,Yes,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),26.42,709.45,No
CUST0018,Male,0,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,62.68,1508.52,No
CUST0019,Male,0,No,Yes,67,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Mailed check,50.82,3403.74,No
CUST0020,Female,0,No,Yes,3,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),93.25,280.52,Yes
CUST0021,Male,0,Yes,No,28,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),36.28,1020.05,No
CUST0022,Male,0,Yes,No,59,No,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),104.51,6164.89,No
CUST0023,Female,0,No,Yes,24,No,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),75.04,1796.13,No
CUST0024,Female,0,No,Yes,45,No,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),90.85,4084.0,No
CUST0025,Female,0,Yes,No,31,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Electronic check,90.68,2815.2,No
CUST0026,Female,0,No,Yes,14,No,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),102.14,1432.69,No
CUST0027,Male,0,No,Yes,63,No,Yes,DSL,Yes,No,No,Yes,No,No,Two year,No,Electronic check,118.79,7482.59,No
CUST0028,Male,0,No,No,62,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),112.29,6959.99,No
CUST0029,Male,0,Yes,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),32.67,1733.05,No
CUST0030,Male,1,Yes,Yes,22,No,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Mailed check,77.42,1704.47,No
CUST0031,Male,0,No,Yes,26,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,45.86,1187.53,No
CUST0032,Female,0,No,No,20,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,No,Mailed check,66.21,1322.78,No
CUST0033,Female,0,No,Yes,56,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),38.26,2140.25,No
CUST0034,Male,0,Yes,Yes,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),33.69,574.19,No
CUST0035,Female,0,Yes,Yes,24,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),45.11,1077.94,Yes
CUST0036,Female,0,Yes,Yes,69,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,104.31,7200.34,No
CUST0037,Male,0,No,No,46,No,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),25.5,1171.63,Yes
CUST0038,Female,0,Yes,Yes,56,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),85.64,4800.39,No
CUST0039,Female,0,No,No,52,Yes,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,118.84,6181.47,Yes
CUST0040,Male,0,Yes,No,6,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,61.61,373.41,No
CUST0041,Male,0,No,Yes,60,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,63.32,3798.82,No
CUST0042,Female,0,No,No,41,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),117.11,4803.92,Yes
CUST0043,Female,1,Yes,Yes,65,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,63.86,4149.66,Yes
CUST0044,Male,1,Yes,No,57,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),50.93,2899.59,No
CUST0045,Female,0,No,Yes,17,No,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,51.69,877.41,No
CUST0046,Female,1,No,No,46,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),82.88,3812.46,Yes
CUST0047,Male,0,Yes,No,65,No,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,50.48,3284.86,Yes
CUST0048,Male,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,113.67,3636.04,No
CUST0049,Female,0,No,Yes,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),62.54,4004.2,No
CUST0050,Male,0,Yes,Yes,15,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,59.26,888.08,Yes
CUST0051,Female,0,Yes,No,60,No,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,112.94,6772.78,No
CUST0052,Female,0,Yes,Yes,25,No,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),47.38,1182.78,No
CUST0053,Male,0,No,Yes,34,Yes,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,111.79,3802.55,No
CUST0054,Male,1,No,Yes,68,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,84.81,5772.02,Yes
CUST0055,Female,0,No,Yes,58,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,81.45,4726.1,No
CUST0056,Female,0,Yes,Yes,32,No,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Credit card (automatic),28.57,909.73,No
CUST0057,Male,0,Yes,Yes,5,Yes,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,47.92,242.62,No
CUST0058,Male,1,Yes,Yes,48,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,109.58,5263.79,No
CUST0059,Male,1,Yes,Yes,56,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,78.28,4388.17,No
CUST0060,Male,0,Yes,Yes,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),70.63,4169.29,No
CUST0061,Female,0,No,Yes,27,No,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),50.8,1367.35,No
CUST0062,Male,1,No,Yes,60,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),104.19,6255.42,Yes
CUST0063,Male,0,Yes,No,9,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),39.11,352.4,No
CUST0064,Female,1,Yes,No,12,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),64.71,779.91,No
CUST0065,Female,0,Yes,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),114.2,7426.45,No
CUST0066,Female,0,No,Yes,56,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,98.49,5514.1,No
CUST0067,Male,0,No,No,23,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,87.08,2003.76,No
CUST0068,Male,0,Yes,No,37,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),63.46,2350.86,No
CUST0069,Female,0,No,No,69,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),112.17,7737.87,No
CUST0070,Male,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,41.82,877.8,No
CUST0071,Female,0,No,Yes,27,Yes,No,DSL,No,Yes,No,No,No,No,Two year,No,Mailed check,72.51,1954.71,No
CUST0072,Female,0,No,Yes,42,Yes,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,110.95,4663.26,Yes
CUST0073,Female,0,Yes,No,2,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),75.26,145.77,No
CUST0074,Female,0,No,No,44,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),53.46,2354.05,No
CUST0075,Male,0,No,No,67,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,77.83,5214.1,No
CUST0076,Female,0,No,Yes,16,No,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,80.61,1288.06,No
CUST0077,Female,0,No,No,63,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,21.77,1368.98,No
CUST0078,Male,0,No,No,27,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),78.61,2120.66,No
CUST0079,Female,0,Yes,Yes,46,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Electronic check,58.29,2678.34,No
CUST0080,Female,0,No,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),112.64,5297.02,No
CUST0081,Male,0,No,No,20,Yes,No phone service,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),57.25,1144.56,No
CUST0082,Female,0,No,Yes,1,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),62.84,59.94,No
CUST0083,Male,0,Yes,Yes,39,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Electronic check,23.14,902.74,No
CUST0084,Female,0,Yes,No,65,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Electronic check,77.77,5059.15,No
CUST0085,Male,0,No,Yes,58,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),114.65,6651.98,Yes
CUST0086,Male,0,Yes,No,12,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),66.74,805.15,No
CUST0087,Female,0,No,No,70,No,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,55.45,3880.02,Yes
CUST0088,Female,0,No,No,71,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,91.48,6492.43,No
CUST0089,Male,0,No,Yes,59,No,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),35.73,2108.92,No
CUST0090,Male,0,No,No,45,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),56.68,2547.13,No
CUST0091,Female,0,Yes,Yes,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,39.07,1559.52,Yes
CUST0092,Female,0,Yes,No,21,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),36.21,761.16,No
CUST0093,Female,0,No,No,41,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),62.18,2548.33,No
CUST0094,Female,0,No,No,69,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Bank transfer (automatic),27.68,1908.76,No
CUST0095,Female,0,No,Yes,53,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Mailed check,95.47,5057.59,No
CUST0096,Female,0,Yes,No,13,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),74.47,968.6,No
CUST0097,Female,0,No,Yes,14,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Mailed check,80.63,1124.9,No
CUST0098,Male,0,No,No,26,No,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,100.37,2605.84,No
CUST0099,Male,1,Yes,Yes,4,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,113.24,454.4,Yes
CUST0100,Female,0,Yes,Yes,6,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,75.6,456.36,No
CUST0101,Male,0,No,Yes,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),49.71,1885.93,No
CUST0102,Female,0,No,No,43,No,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),96.49,4152.63,No
CUST0103,Female,0,Yes,No,21,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),45.82,966.8,No
CUST0104,Male,0,No,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),79.77,2309.4,No
CUST0105,Female,0,No,Yes,58,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Mailed check,47.16,2738.53,No
CUST0106,Male,1,Yes,No,57,Yes,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),60.05,3423.93,No
CUST0107,Male,0,Yes,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),101.15,2321.54,No
CUST0108,Male,0,No,No,19,No,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,75.9,1440.34,No
CUST0109,Female,0,No,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),95.38,3152.19,No
CUST0110,Male,0,Yes,No,48,No,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),64.54,3101.09,No
CUST0111,Female,0,No,No,20,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,52.85,1053.45,No
CUST0112,Female,0,No,Yes,39,No,No phone service,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Electronic check,33.35,1300.17,No
CUST0113,Male,0,No,No,28,No,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),106.97,2992.3,Yes
CUST0114,Male,0,No,Yes,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,92.34,3788.16,No
CUST0115,Female,1,No,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),85.87,4032.99,No
CUST0116,Male,0,Yes,No,0,No,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),113.13,-0.82,No
CUST0117,Male,0,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,84.87,4244.3,No
CUST0118,Female,0,Yes,Yes,15,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,82.4,1231.67,Yes
CUST0119,Female,0,No,No,70,No,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),25.09,1751.48,No
CUST0120,Male,0,Yes,Yes,50,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),56.53,2830.16,Yes
CUST0121,Male,0,Yes,No,14,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),88.15,1231.89,Yes
CUST0122,Female,0,No,No,48,No,No phone service,Fiber optic,No,No,No,No,No,No,One year,No,Credit card (automatic),60.58,2911.11,No
CUST0123,Male,0,No,Yes,8,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),53.6,428.57,Yes
CUST0124,Female,0,No,Yes,25,Yes,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,116.78,2918.71,Yes
CUST0125,Female,0,No,No,40,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.31,815.71,No
CUST0126,Female,0,No,No,32,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),32.92,1058.29,No
CUST0127,Male,1,Yes,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,83.06,1659.67,No
CUST0128,Female,0,Yes,No,6,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),44.93,266.73,No
CUST0129,Male,0,No,Yes,15,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Credit card (automatic),72.44,1086.05,No
CUST0130,Female,0,Yes,Yes,25,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,66.56,1663.85,No
CUST0131,Female,0,Yes,No,43,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),99.44,4272.33,No
CUST0132,Female,0,Yes,No,43,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,46.36,1997.98,No
CUST0133,Male,0,Yes,Yes,13,Yes,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,95.25,1241.94,No
CUST0134,Male,1,Yes,No,35,No,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),31.05,1090.53,No
CUST0135,Female,0,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,32.98,266.33,No
CUST0136,Male,0,No,Yes,62,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),97.53,6042.77,No
CUST0137,Male,1,Yes,No,0,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,106.97,4.23,Yes
CUST0138,Male,0,Yes,Yes,3,No,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),110.15,327.07,No
CUST0139,Female,0,No,Yes,37,No,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),95.12,3522.49,No
CUST0140,Female,0,No,Yes,13,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Electronic check,79.4,1032.82,No
CUST0141,Male,0,Yes,Yes,11,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,111.67,1224.78,No
CUST0142,Male,0,Yes,No,0,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.74,-0.27,Yes
CUST0143,Male,0,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,No,Electronic check,110.64,6640.46,No
CUST0144,Female,0,Yes,No,38,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),41.66,1581.73,No
CUST0145,Female,0,Yes,Yes,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),93.45,2432.87,No
CUST0146,Female,0,No,No,36,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),82.59,2969.81,No
CUST0147,Male,0,No,No,15,Yes,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,66.15,997.02,No
CUST0148,Male,0,No,No,14,Yes,No phone service,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),21.41,299.61,No
CUST0149,Female,1,Yes,No,40,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),68.17,2730.42,No
CUST0150,Female,0,No,No,38,No,No,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),67.1,2547.86,No
CUST0151,Female,0,Yes,Yes,60,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),59.42,3567.74,No
CUST0152,Male,1,No,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),24.29,506.53,No
CUST0153,Female,0,No,No,9,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),114.76,1030.56,No
CUST0154,Male,0,No,No,42,No,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,No,Credit card (automatic),26.34,1105.39,No
CUST0155,Female,0,Yes,No,42,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,45.74,1924.04,No
CUST0156,Female,0,No,No,0,No,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),24.16,2.89,No
CUST0157,Male,0,No,Yes,45,No,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Electronic check,93.92,4221.76,No
CUST0158,Male,0,No,Yes,4,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),100.3,397.95,No
CUST0159,Male,1,Yes,No,0,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),98.09,-2.87,No
CUST0160,Female,0,Yes,No,20,No,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Mailed check,55.84,1113.3,No
CUST0161,Female,0,Yes,No,56,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,22.56,1258.46,Yes
CUST0162,Male,1,No,No,43,No,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),86.94,3734.27,No
CUST0163,Male,0,Yes,No,27,No,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),107.28,2895.55,Yes
CUST0164,Male,1,Yes,Yes,30,No,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),37.82,1134.37,No
CUST0165,Male,0,No,Yes,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),65.47,4194.68,No
CUST0166,Male,0,No,Yes,66,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),60.22,3972.88,Yes
CUST0167,Male,1,Yes,No,24,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),96.09,2303.77,Yes
